Make,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Year,Total Passengers,Ratio of Uninjured
Springer,2.0,1.0,0.0,0.0,1.0,3995,2.0,0.5
Sproul,0.0,0.0,1.0,0.0,2.0,2007,3.0,0.6666666666666666
Spurgeon,1.0,0.0,0.0,0.0,1.0,2000,1.0,1.0
Squeglia R/Wheeler W,1.0,0.0,0.0,0.0,1.0,2010,1.0,1.0
Squier,1.0,0.0,0.0,1.0,0.0,2008,1.0,0.0
St Clair,1.0,0.0,0.0,2.0,0.0,2013,2.0,0.0
St Clair David L,1.0,0.0,1.0,0.0,1.0,2022,2.0,0.5
St. Claire,1.0,0.0,2.0,0.0,0.0,2007,2.0,0.0
Stadden,1.0,0.0,0.0,1.0,0.0,2002,1.0,0.0
Stafford,2.0,0.0,0.0,3.0,0.0,3991,3.0,0.0
Stafford Wayne H,1.0,0.0,0.0,0.0,1.0,2014,1.0,1.0
Stahl-Ameter,1.0,0.0,0.0,0.0,1.0,1986,1.0,1.0
Stainbrook,1.0,0.0,0.0,0.0,1.0,1986,1.0,1.0
Stallings,1.0,2.0,0.0,0.0,0.0,2006,2.0,0.0
Stampe,2.0,0.0,0.0,0.0,3.0,3991,3.0,1.0
Stampe Et Renard,1.0,0.0,1.0,1.0,0.0,2001,2.0,0.0
Stampe Renard,1.0,0.0,1.0,1.0,0.0,1982,2.0,0.0
Stamper,1.0,1.0,0.0,0.0,0.0,2016,1.0,0.0
Stamsta,1.0,0.0,0.0,0.0,1.0,2004,1.0,1.0
Stan G. Hallam,1.0,0.0,0.0,0.0,1.0,1994,1.0,1.0
Stanek,1.0,2.0,0.0,0.0,0.0,1998,2.0,0.0
Stanford,1.0,0.0,0.0,0.0,1.0,1988,1.0,1.0
Stanger,1.0,1.0,0.0,0.0,0.0,1990,1.0,0.0
Stanley,2.0,0.0,0.0,1.0,3.0,4022,4.0,0.75
Stanley Arthur Freeman,1.0,0.0,0.0,0.0,1.0,2014,1.0,1.0
Stanley B E,1.0,0.0,1.0,0.0,0.0,2012,1.0,0.0
Stanley Ernie Sigurd,0.0,1.0,0.0,0.0,0.0,2018,1.0,0.0
"Stanley, Davey L",1.0,0.0,0.0,0.0,1.0,2005,1.0,1.0
Stanton,4.0,1.0,1.0,1.0,1.0,8022,4.0,0.25
Star Duster,1.0,0.0,1.0,0.0,0.0,1986,1.0,0.0
Star Duster Too,1.0,0.0,1.0,0.0,0.0,1985,1.0,0.0
Star-Lite,1.0,1.0,0.0,0.0,0.0,1986,1.0,0.0
Star-Lite Engineering Ltd,1.0,1.0,0.0,0.0,0.0,1998,1.0,0.0
Starck,1.0,1.0,0.0,0.0,0.0,1998,1.0,0.0
Starduster,10.0,1.0,3.0,3.0,5.0,19909,12.0,0.4166666666666667
Starduster Ii,2.0,0.0,0.0,0.0,5.0,3993,5.0,1.0
Starduster Too,1.0,0.0,0.0,0.0,1.0,2000,1.0,1.0
Starfire,1.0,1.0,0.0,0.0,0.0,1982,1.0,0.0
Starflight,1.0,0.0,1.0,0.0,0.0,1983,1.0,0.0
Stark Rand,1.0,1.0,0.0,0.0,0.0,1993,1.0,0.0
Starke,1.0,0.0,0.0,0.0,1.0,1982,1.0,1.0
Starman,1.0,0.0,0.0,0.0,1.0,1994,1.0,1.0
Starnes,1.0,1.0,0.0,0.0,0.0,2003,1.0,0.0
Starr,1.0,0.0,1.0,0.0,0.0,1988,1.0,0.0
Start & Flug,0.0,1.0,1.0,0.0,0.0,4007,2.0,0.0
Statz,1.0,0.0,0.0,1.0,0.0,1999,1.0,0.0
Staudacher,4.0,1.0,2.0,0.0,1.0,7989,4.0,0.25
Staudacher Aircraft Inc,1.0,0.0,0.0,0.0,1.0,2016,1.0,1.0
"Staudacher Aircraft, Inc.",1.0,0.0,0.0,0.0,1.0,2000,1.0,1.0
Staudacher Hydroplanes,1.0,0.0,0.0,0.0,1.0,2012,1.0,1.0
Staudacher Jon,1.0,0.0,1.0,1.0,0.0,2017,2.0,0.0
Staudaucher,1.0,0.0,0.0,0.0,1.0,1997,1.0,1.0
Stearman,24.0,1.0,8.0,5.0,31.0,54156,45.0,0.6888888888888889
Stearman Aircraft,5.0,0.0,1.0,0.0,8.0,10065,9.0,0.8888888888888888
Stearns,1.0,2.0,0.0,0.0,0.0,1989,2.0,0.0
Steel/Vans,1.0,0.0,0.0,1.0,0.0,2000,1.0,0.0
Steele,4.0,0.0,1.0,0.0,6.0,8014,7.0,0.8571428571428571
Steele  John J,1.0,0.0,0.0,0.0,2.0,2008,2.0,1.0
Steele Ralph Bruce,1.0,0.0,0.0,0.0,1.0,2013,1.0,1.0
Steele Samuel D,1.0,2.0,0.0,0.0,0.0,2010,2.0,0.0
Steen,9.0,8.0,0.0,3.0,7.0,23987,18.0,0.3888888888888889
Steen Aero Lab,1.0,0.0,0.0,0.0,1.0,2001,1.0,1.0
Steen Skybolt,3.0,4.0,0.0,0.0,1.0,5963,5.0,0.2
Steens,1.0,1.0,1.0,0.0,0.0,1985,2.0,0.0
Steeves,1.0,1.0,0.0,0.0,0.0,1996,1.0,0.0
Stein,1.0,1.0,0.0,0.0,0.0,2007,1.0,0.0
Stein Skybolt,1.0,0.0,1.0,0.0,0.0,2004,1.0,0.0
Steinbaum,1.0,0.0,0.0,0.0,2.0,2006,2.0,1.0
Steinke,2.0,0.0,0.0,0.0,2.0,3995,2.0,1.0
Steinman Mark E,1.0,1.0,0.0,0.0,0.0,2021,1.0,0.0
Steinorth,1.0,0.0,0.0,1.0,0.0,1986,1.0,0.0
Stelly,1.0,0.0,0.0,0.0,2.0,1996,2.0,1.0
Stembridge,1.0,0.0,0.0,0.0,2.0,1995,2.0,1.0
Stemme,2.0,0.0,0.0,0.0,4.0,3999,4.0,1.0
Stephen,2.0,1.0,2.0,0.0,0.0,3998,3.0,0.0
Stephen F. Graves,1.0,0.0,2.0,0.0,0.0,2008,2.0,0.0
Stephen J Hoffman,1.0,0.0,1.0,0.0,0.0,2022,1.0,0.0
Stephen L Kruer,1.0,0.0,0.0,1.0,0.0,2021,1.0,0.0
Stephens,3.0,2.0,0.0,0.0,1.0,5975,3.0,0.3333333333333333
Stephens William E,1.0,2.0,0.0,0.0,0.0,2020,2.0,0.0
Stephenson,4.0,3.0,1.0,0.0,0.0,7997,4.0,0.0
Steppling,1.0,0.0,0.0,0.0,1.0,2008,1.0,1.0
Stern,1.0,0.0,0.0,1.0,0.0,1999,1.0,0.0
Sterner,1.0,0.0,0.0,0.0,1.0,1993,1.0,1.0
Sterns,1.0,1.0,0.0,0.0,0.0,1991,1.0,0.0
Stetson Norman B,1.0,0.0,0.0,0.0,1.0,2013,1.0,1.0
Steve Hill,1.0,0.0,0.0,0.0,1.0,1999,1.0,1.0
Steven A. Jones,1.0,0.0,0.0,0.0,2.0,2008,2.0,1.0
Steven Bornstein/Thomas Whitta,1.0,0.0,1.0,0.0,0.0,2012,1.0,0.0
Steven G Goonen,1.0,0.0,1.0,0.0,0.0,2008,1.0,0.0
Steven Hardie,2.0,0.0,1.0,0.0,1.0,2008,2.0,0.5
Steven Kurtis,1.0,0.0,0.0,2.0,0.0,1993,2.0,0.0
Steven R Mcneese,1.0,0.0,0.0,0.0,1.0,2014,1.0,1.0
Steven R. Jackson,1.0,0.0,1.0,0.0,0.0,2000,1.0,0.0
Steven Soper,1.0,0.0,1.0,0.0,0.0,1986,1.0,0.0
Steven Ulrich,1.0,0.0,0.0,1.0,0.0,1993,1.0,0.0
Steven W. Jones,2.0,1.0,0.0,0.0,1.0,4009,2.0,0.5
Stevens,6.0,2.0,1.0,0.0,8.0,11967,11.0,0.7272727272727273
Stevens R P/Mccright D W,1.0,1.0,1.0,0.0,0.0,2011,2.0,0.0
Stevenson,2.0,0.0,0.0,3.0,0.0,3993,3.0,0.0
Steward,1.0,0.0,0.0,1.0,2.0,1996,3.0,0.6666666666666666
Steward Rocky,1.0,0.0,0.0,0.0,1.0,2004,1.0,1.0
Stewart,4.0,1.0,1.0,1.0,1.0,7981,4.0,0.25
Stewart 51 Inc.,1.0,0.0,0.0,0.0,2.0,1998,2.0,1.0
Stewart Mw/Stewart Jd,1.0,0.0,0.0,0.0,1.0,2012,1.0,1.0
Stick & Rag Flying Club,1.0,0.0,0.0,0.0,1.0,2015,1.0,1.0
Stiegelmeyer John R,1.0,0.0,0.0,0.0,1.0,2013,1.0,1.0
Stiles,1.0,1.0,0.0,0.0,0.0,2002,1.0,0.0
Still Michael J,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Stinson,431.0,70.0,94.0,125.0,504.0,865242,793.0,0.6355611601513241
Stiritz,1.0,0.0,0.0,0.0,2.0,1997,2.0,1.0
Stirling,3.0,0.0,0.0,1.0,1.0,4009,2.0,0.5
Stits,5.0,4.0,0.0,0.0,1.0,9948,5.0,0.2
Stits Aircraft,1.0,0.0,1.0,0.0,0.0,2008,1.0,0.0
Stits Flut-R-Bug,2.0,0.0,1.0,0.0,2.0,4015,3.0,0.6666666666666666
Stits Playboy,1.0,1.0,0.0,0.0,0.0,2005,1.0,0.0
Stits-Itrich,1.0,0.0,0.0,0.0,1.0,1989,1.0,1.0
Stitts,2.0,0.0,0.0,2.0,2.0,3981,4.0,0.5
Stock,1.0,1.0,0.0,0.0,0.0,1999,1.0,0.0
Stoddard Hamilton,4.0,0.0,1.0,1.0,5.0,10096,7.0,0.7142857142857143
Stoddard-Hamilton,1.0,0.0,0.0,0.0,1.0,2019,1.0,1.0
Stoeckler,1.0,1.0,1.0,0.0,0.0,1993,2.0,0.0
Stokes,1.0,0.0,0.0,1.0,0.0,1995,1.0,0.0
Stol,8.0,3.0,4.0,0.0,4.0,8013,11.0,0.36363636363636365
Stol Aircraft,2.0,1.0,1.0,0.0,0.0,1983,2.0,0.0
Stol Aircraft Corp,2.0,1.0,1.0,0.0,0.0,2019,2.0,0.0
Stol Llc,1.0,0.0,0.0,0.0,2.0,2015,2.0,1.0
Stolp,3.0,2.0,2.0,3.0,0.0,5963,7.0,0.0
Stolp Starduster,4.0,1.0,1.0,0.0,3.0,8045,5.0,0.6
Stolp Starduster Corp.,2.0,0.0,2.0,0.0,1.0,3972,3.0,0.3333333333333333
Stolp-Adams,1.0,0.0,0.0,0.0,1.0,1989,1.0,1.0
Stolp-Starduster Too,1.0,0.0,0.0,0.0,1.0,1988,1.0,1.0
Stolt,1.0,0.0,1.0,0.0,0.0,1990,1.0,0.0
Stolt-Adams,1.0,0.0,0.0,0.0,1.0,1985,1.0,1.0
Stolte,1.0,1.0,0.0,0.0,0.0,1994,1.0,0.0
Stoltzfus,1.0,0.0,1.0,0.0,0.0,1992,1.0,0.0
Stone,1.0,0.0,0.0,2.0,0.0,2009,2.0,0.0
Stone James R,1.0,0.0,0.0,0.0,1.0,2018,1.0,1.0
Stoopin,1.0,2.0,0.0,0.0,0.0,1987,2.0,0.0
Storch,1.0,0.0,0.0,1.0,0.0,2019,1.0,0.0
Storch Aviation Australia Pty,1.0,2.0,0.0,0.0,0.0,2009,2.0,0.0
Storey,2.0,1.0,0.0,1.0,0.0,3985,2.0,0.0
Storm,1.0,0.0,1.0,0.0,0.0,2006,1.0,0.0
Storm Fury,0.0,1.0,0.0,0.0,0.0,2021,1.0,0.0
Story Charles Brad,1.0,0.0,0.0,1.0,0.0,2022,1.0,0.0
Stout,1.0,0.0,0.0,1.0,0.0,1996,1.0,0.0
Stout Garry V,1.0,0.0,0.0,0.0,1.0,2021,1.0,1.0
Stout Gordon,1.0,0.0,0.0,2.0,0.0,2007,2.0,0.0
Stracener Experimental,1.0,1.0,0.0,0.0,0.0,1985,1.0,0.0
Stratton,1.0,1.0,0.0,0.0,0.0,1997,1.0,0.0
Straw,1.0,0.0,1.0,0.0,0.0,2006,1.0,0.0
Streifthau,1.0,0.0,0.0,1.0,0.0,1999,1.0,0.0
Stribling,1.0,0.0,1.0,0.0,0.0,2013,1.0,0.0
Stribling James L,1.0,0.0,1.0,0.0,0.0,2013,1.0,0.0
Striplin,3.0,2.0,1.0,0.0,0.0,5956,3.0,0.0
Striplin Aircraft Corporation,1.0,0.0,0.0,1.0,0.0,1997,1.0,0.0
Strissel,2.0,1.0,0.0,1.0,0.0,3991,2.0,0.0
Strong,1.0,0.0,1.0,1.0,0.0,2013,2.0,0.0
Stropki Paul,1.0,0.0,0.0,0.0,1.0,2016,1.0,1.0
Strother,1.0,0.0,0.0,1.0,0.0,2003,1.0,0.0
Stroud,1.0,0.0,0.0,0.0,2.0,1998,2.0,1.0
Stroup Robert,1.0,0.0,1.0,0.0,1.0,2010,2.0,0.5
Strout Frank,1.0,2.0,0.0,0.0,0.0,2012,2.0,0.0
Stuart,2.0,2.0,0.0,0.0,0.0,4013,2.0,0.0
Stuart J. Carter,1.0,0.0,1.0,0.0,0.0,1992,1.0,0.0
Stuart/Wagner,1.0,0.0,0.0,0.0,2.0,1995,2.0,1.0
Stubbe-Kitfox,1.0,1.0,1.0,1.0,0.0,1998,3.0,0.0
Stubler,1.0,0.0,0.0,1.0,0.0,1998,1.0,0.0
Stucker Gary,1.0,0.0,0.0,1.0,0.0,2022,1.0,0.0
Stucker Virgil A,1.0,0.0,0.0,0.0,2.0,2009,2.0,1.0
Stucky Steven D,1.0,1.0,0.0,0.0,0.0,2022,1.0,0.0
Stugart,2.0,2.0,0.0,0.0,2.0,3997,4.0,0.5
Stuhlmiller Robert,1.0,1.0,0.0,0.0,0.0,2015,1.0,0.0
Stulp,1.0,0.0,0.0,0.0,2.0,1994,2.0,1.0
Stump,2.0,0.0,0.0,1.0,2.0,4016,3.0,0.6666666666666666
Stump Bradley,1.0,2.0,0.0,0.0,0.0,2009,2.0,0.0
Stump Great Lakes,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Sturges,2.0,3.0,1.0,3.0,0.0,3983,7.0,0.0
Stutesman Charles Lee,1.0,1.0,0.0,0.0,0.0,2010,1.0,0.0
Stys,1.0,0.0,0.0,0.0,1.0,2006,1.0,1.0
Sud Aviation,5.0,2.0,1.0,0.0,15.0,11988,18.0,0.8333333333333334
Sud Aviation/Eurocopter,1.0,0.0,0.0,0.0,1.0,2012,1.0,1.0
"Sui Ry, Laurinen Janne, Kääriä",0.0,7.0,4.0,0.0,0.0,2014,11.0,0.0
Sukane,1.0,0.0,1.0,0.0,0.0,1993,1.0,0.0
Sukhoi,21.0,94.0,3.0,3.0,45.0,42076,145.0,0.3103448275862069
Sullivan,0.0,1.0,0.0,0.0,0.0,2007,1.0,0.0
Suminski,1.0,0.0,1.0,0.0,0.0,2003,1.0,0.0
Suminski Walter M,1.0,0.0,0.0,0.0,2.0,2011,2.0,1.0
Summerfeldt,1.0,0.0,0.0,0.0,1.0,1996,1.0,1.0
Summers,1.0,0.0,0.0,1.0,0.0,2000,1.0,0.0
Summit,1.0,0.0,0.0,2.0,0.0,2013,2.0,0.0
Sunburst,3.0,0.0,2.0,0.0,1.0,5952,3.0,0.3333333333333333
Sundt Daniel N,1.0,0.0,1.0,0.0,0.0,2008,1.0,0.0
Sungkwon Kim,1.0,0.0,0.0,1.0,0.0,2009,1.0,0.0
Sunrise Ultralight,1.0,0.0,2.0,0.0,0.0,1991,2.0,0.0
Super 18 Llc,1.0,0.0,0.0,0.0,2.0,2013,2.0,1.0
Superior,1.0,1.0,0.0,0.0,0.0,2022,1.0,0.0
Supermarine,0.0,0.0,0.0,0.0,1.0,2021,1.0,1.0
Supinski Mark R,1.0,0.0,1.0,0.0,0.0,2010,1.0,0.0
Surline,1.0,2.0,0.0,0.0,0.0,1988,2.0,0.0
Sutphin,1.0,0.0,0.0,0.0,2.0,2013,2.0,1.0
Sutphin John E,1.0,0.0,1.0,0.0,0.0,2022,1.0,0.0
Sutton,2.0,0.0,1.0,0.0,1.0,4008,2.0,0.5
Sutton Tailwind,1.0,2.0,0.0,0.0,0.0,2001,2.0,0.0
Sutton William J,0.0,0.0,0.0,0.0,1.0,2014,1.0,1.0
Svensson,1.0,2.0,0.0,0.0,0.0,1988,2.0,0.0
Swain,1.0,0.0,0.0,0.0,1.0,1983,1.0,1.0
Swalley Mark H,1.0,0.0,0.0,0.0,1.0,2009,1.0,1.0
Swann Lynn J,1.0,0.0,0.0,0.0,1.0,2021,1.0,1.0
Swanningson,1.0,1.0,0.0,0.0,0.0,1986,1.0,0.0
Swanson,5.0,1.0,4.0,2.0,0.0,10001,7.0,0.0
Swanson/Bensen,1.0,1.0,0.0,0.0,0.0,1984,1.0,0.0
Swant,1.0,0.0,0.0,0.0,1.0,1995,1.0,1.0
Swartz Gene,1.0,0.0,0.0,0.0,2.0,2016,2.0,1.0
Swearingen,305.0,96.0,40.0,49.0,782.0,339246,967.0,0.8086866597724922
Swearingen T R/Masters W,1.0,1.0,0.0,0.0,0.0,2007,1.0,0.0
Swedener,1.0,0.0,0.0,0.0,1.0,2013,1.0,1.0
Sweeney,1.0,0.0,0.0,0.0,2.0,2005,2.0,1.0
Sweeney Timothy J,1.0,0.0,1.0,0.0,0.0,2015,1.0,0.0
Sweet Wayne A,1.0,0.0,2.0,0.0,0.0,2013,2.0,0.0
Sweet-House,1.0,0.0,0.0,0.0,1.0,1998,1.0,1.0
Swensen,1.0,0.0,1.0,0.0,0.0,2022,1.0,0.0
Swertfeger,1.0,1.0,0.0,0.0,0.0,1999,1.0,0.0
Swezey T/Molnar D,1.0,0.0,0.0,2.0,0.0,2010,2.0,0.0
Swich,1.0,1.0,0.0,0.0,0.0,1992,1.0,0.0
Swiezy,1.0,0.0,0.0,0.0,2.0,2010,2.0,1.0
Swift,3.0,0.0,2.0,1.0,3.0,7949,6.0,0.5
"Swift Museum Foundation, Inc.",1.0,2.0,0.0,0.0,0.0,2012,2.0,0.0
Swing,1.0,0.0,0.0,0.0,2.0,1990,2.0,1.0
Swing Brian S,1.0,0.0,0.0,1.0,0.0,2005,1.0,0.0
Symphony Aircraft Ind Inc,1.0,0.0,0.0,0.0,1.0,2019,1.0,1.0
Syracuse,2.0,4.0,0.0,0.0,0.0,4012,4.0,0.0
Syracuse V F/Syracuse C D,0.0,0.0,0.0,0.0,0.0,2021,0.0,
Syreini,1.0,0.0,1.0,0.0,0.0,2004,1.0,0.0
Szd,0.0,0.0,0.0,0.0,1.0,2004,1.0,1.0
T Bird,1.0,0.0,0.0,0.0,1.0,2009,1.0,1.0
T Bird Golden Circle Air Inc,1.0,0.0,0.0,1.0,0.0,2012,1.0,0.0
T&T Aviation Inc,1.0,0.0,0.0,0.0,2.0,2011,2.0,1.0
T.R. Bristol,1.0,0.0,0.0,1.0,1.0,1993,2.0,0.5
T51 Inc.,1.0,0.0,0.0,0.0,2.0,2009,2.0,1.0
Taber,1.0,2.0,0.0,0.0,0.0,2002,2.0,0.0
Tacchi Torello F,1.0,0.0,0.0,0.0,1.0,2011,1.0,1.0
Tackabury,2.0,1.0,0.0,1.0,0.0,2012,2.0,0.0
"Taft, Malcolm J Sr",1.0,0.0,0.0,0.0,1.0,2011,1.0,1.0
Tail Feather Llc,1.0,0.0,0.0,1.0,0.0,2009,1.0,0.0
Tailwind,2.0,1.0,0.0,0.0,1.0,3986,2.0,0.5
Takemoto,1.0,1.0,0.0,0.0,0.0,1992,1.0,0.0
Talago,1.0,0.0,1.0,0.0,0.0,1994,1.0,0.0
Talbott,1.0,0.0,0.0,0.0,1.0,1987,1.0,1.0
"Tallent, Chris M.",1.0,0.0,0.0,0.0,1.0,2008,1.0,1.0
Talmadge Scott,1.0,0.0,0.0,1.0,0.0,1990,1.0,0.0
Tamarack Helicopters Inc,1.0,0.0,1.0,0.0,0.0,2016,1.0,0.0
Tandem,1.0,2.0,0.0,0.0,0.0,2021,2.0,0.0
Tanke,1.0,0.0,0.0,0.0,1.0,1982,1.0,1.0
Tanker,1.0,0.0,0.0,0.0,1.0,2007,1.0,1.0
Tankersley,1.0,0.0,1.0,0.0,0.0,1998,1.0,0.0
Tanner,1.0,0.0,0.0,0.0,2.0,2002,2.0,1.0
Tapaszy,1.0,1.0,0.0,0.0,0.0,1986,1.0,0.0
Taplin,1.0,0.0,0.0,0.0,1.0,2006,1.0,1.0
Tappen Chris,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Tarantola,1.0,0.0,0.0,0.0,1.0,2008,1.0,1.0
Tarantola Leonard,1.0,0.0,0.0,0.0,1.0,2010,1.0,1.0
Tate,1.0,0.0,0.0,2.0,0.0,1984,2.0,0.0
Tatelman-Pitts,1.0,0.0,0.0,0.0,2.0,2016,2.0,1.0
Tatkovsky James G,1.0,0.0,0.0,1.0,0.0,2016,1.0,0.0
Taylor,10.0,4.0,2.0,2.0,6.0,19992,14.0,0.42857142857142855
Taylor Air Command,1.0,1.0,0.0,0.0,0.0,1991,1.0,0.0
Taylor Lonsdale,1.0,2.0,0.0,0.0,0.0,1986,2.0,0.0
Taylor Smith,1.0,0.0,0.0,1.0,0.0,2000,1.0,0.0
Taylor Titch,1.0,1.0,0.0,0.0,0.0,1990,1.0,0.0
Taylorcraft,375.0,72.0,97.0,120.0,297.0,754776,586.0,0.5068259385665529
Taylorcraft Aviation,1.0,0.0,1.0,0.0,0.0,2008,1.0,0.0
Taylorcraft Aviation Corp,5.0,0.0,1.0,1.0,6.0,10091,8.0,0.75
Taylorcraft Aviation Corp.,3.0,0.0,0.0,1.0,3.0,6052,4.0,0.75
Taylorcraft Corp,1.0,0.0,0.0,0.0,2.0,2011,2.0,1.0
Taylorcraft Corporation,1.0,0.0,0.0,1.0,0.0,2009,1.0,0.0
"Tbm, Sa",1.0,0.0,0.0,3.0,0.0,1992,3.0,0.0
Teague,3.0,2.0,1.0,0.0,1.0,5989,4.0,0.25
Teal,4.0,2.0,0.0,1.0,2.0,7945,5.0,0.4
Teal Harry H,1.0,0.0,1.0,0.0,0.0,2013,1.0,0.0
Team,1.0,0.0,0.0,0.0,1.0,2020,1.0,1.0
Team Inc,1.0,0.0,1.0,0.0,0.0,2012,1.0,0.0
Team Rocket,1.0,0.0,0.0,0.0,2.0,2020,2.0,1.0
Team Rocket F-1,1.0,0.0,0.0,0.0,2.0,2019,2.0,1.0
Techno Avia,1.0,1.0,0.0,0.0,0.0,2003,1.0,0.0
Tecnam,12.0,4.0,3.0,1.0,16.0,28201,24.0,0.6666666666666666
Ted Smith,6.0,2.0,0.0,1.0,1.0,5985,4.0,0.25
Tedford,1.0,1.0,0.0,0.0,0.0,1988,1.0,0.0
Teman,1.0,0.0,1.0,0.0,0.0,1983,1.0,0.0
Temco,32.0,6.0,10.0,8.0,21.0,57953,45.0,0.4666666666666667
Temco Luscombe,1.0,0.0,0.0,0.0,1.0,2000,1.0,1.0
Temple Benjamin,1.0,0.0,0.0,1.0,0.0,2016,1.0,0.0
Tennessee Engineering & Manf,1.0,0.0,1.0,0.0,0.0,1992,1.0,0.0
Tennyson Howard,1.0,0.0,1.0,0.0,0.0,2006,1.0,0.0
Teraton,1.0,0.0,1.0,0.0,0.0,1984,1.0,0.0
Teratorn,8.0,4.0,3.0,1.0,4.0,15903,12.0,0.3333333333333333
Teratorn Acft Inc.,1.0,1.0,0.0,0.0,0.0,1984,1.0,0.0
"Teratorn Aircraft, Inc.",2.0,1.0,1.0,0.0,0.0,3968,2.0,0.0
Teratron,1.0,0.0,0.0,0.0,1.0,1988,1.0,1.0
Terminella,1.0,0.0,2.0,0.0,0.0,2001,2.0,0.0
Terning,1.0,0.0,1.0,0.0,0.0,2002,1.0,0.0
Terpstra,1.0,1.0,0.0,0.0,0.0,2007,1.0,0.0
Terrell Caragol,1.0,0.0,0.0,0.0,1.0,2010,1.0,1.0
Terrence A. Sack,1.0,2.0,0.0,0.0,0.0,2007,2.0,0.0
Terrio,1.0,0.0,0.0,0.0,1.0,2005,1.0,1.0
Terry,3.0,1.0,1.0,0.0,1.0,5977,3.0,0.3333333333333333
Terry E. Morris,1.0,0.0,0.0,1.0,1.0,2004,2.0,0.5
Terry F King,1.0,0.0,1.0,0.0,0.0,2014,1.0,0.0
Terry G. Olson,1.0,0.0,0.0,0.0,1.0,2018,1.0,1.0
Terry Tevis,1.0,2.0,0.0,0.0,0.0,2006,2.0,0.0
Terry W. Thayer,1.0,0.0,0.0,0.0,1.0,2014,1.0,1.0
Teschendorf,1.0,1.0,0.0,0.0,0.0,1997,1.0,0.0
Tesmer Glassair,1.0,0.0,0.0,0.0,1.0,1989,1.0,1.0
Tesori,1.0,1.0,0.0,0.0,0.0,1988,1.0,0.0
Tessier,1.0,1.0,0.0,0.0,0.0,2006,1.0,0.0
Test,1.0,1.0,0.0,0.0,0.0,2004,1.0,0.0
Tetrault Ronad,1.0,0.0,0.0,0.0,1.0,2008,1.0,1.0
Teunis,1.0,0.0,0.0,2.0,0.0,2014,2.0,0.0
Tew William P,1.0,0.0,0.0,0.0,2.0,2011,2.0,1.0
Texas Air Ventures Inc,1.0,1.0,0.0,0.0,0.0,2010,1.0,0.0
Texas Helicopter,30.0,5.0,2.0,4.0,21.0,59737,32.0,0.65625
Texas Helicopter Corp,10.0,2.0,2.0,1.0,5.0,20126,10.0,0.5
Texas Helicopter Corp.,1.0,0.0,0.0,0.0,1.0,1982,1.0,1.0
Texas Helicopter Corporation,1.0,0.0,0.0,0.0,1.0,2011,1.0,1.0
Textron Aviation,5.0,10.0,1.0,0.0,5.0,8084,16.0,0.3125
Textron Aviation Inc,17.0,6.0,3.0,2.0,24.0,26266,35.0,0.6857142857142857
Thacker,1.0,0.0,0.0,0.0,1.0,1997,1.0,1.0
Thalman,1.0,0.0,0.0,0.0,1.0,1994,1.0,1.0
Tharp S Richard,1.0,0.0,0.0,0.0,1.0,2006,1.0,1.0
Thatcher,1.0,0.0,1.0,1.0,0.0,4041,2.0,0.0
The Boeing Company,18.0,0.0,0.0,1.0,197.0,18138,198.0,0.9949494949494949
The Old Hen Crow,1.0,0.0,1.0,0.0,0.0,1998,1.0,0.0
Theis,1.0,0.0,0.0,1.0,0.0,1997,1.0,0.0
Theordore Jankowski,1.0,0.0,1.0,0.0,0.0,2006,1.0,0.0
Therrien Roger,1.0,0.0,1.0,0.0,0.0,2005,1.0,0.0
Thibault Michael L,1.0,0.0,1.0,0.0,0.0,2014,1.0,0.0
Thiessen,1.0,0.0,0.0,0.0,1.0,1989,1.0,1.0
Thocker,2.0,2.0,0.0,0.0,1.0,3999,3.0,0.3333333333333333
Thomas,8.0,3.0,2.0,2.0,3.0,15999,10.0,0.3
Thomas A Siminski,1.0,0.0,0.0,1.0,0.0,2015,1.0,0.0
Thomas B Mcgrath,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Thomas C Sikes,1.0,1.0,0.0,0.0,0.0,2014,1.0,0.0
Thomas C. Piper,1.0,0.0,1.0,0.0,0.0,2009,1.0,0.0
Thomas Craig E,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Thomas D. Parkes,1.0,0.0,0.0,0.0,1.0,2016,1.0,1.0
Thomas David W,1.0,0.0,1.0,0.0,1.0,2013,2.0,0.5
Thomas E Hudzinski,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Thomas E. Georges,1.0,0.0,1.0,0.0,0.0,1994,1.0,0.0
Thomas G Parkhurst,1.0,0.0,2.0,0.0,0.0,2017,2.0,0.0
Thomas J Hankamp,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Thomas J Murray,1.0,0.0,2.0,0.0,0.0,2017,2.0,0.0
Thomas J. Dorsey,1.0,0.0,0.0,0.0,2.0,2008,2.0,1.0
Thomas Lee,1.0,0.0,0.0,0.0,1.0,2019,1.0,1.0
Thomas Long,1.0,0.0,2.0,0.0,0.0,2010,2.0,0.0
Thomas R Wade,1.0,0.0,0.0,0.0,1.0,2014,1.0,1.0
